user_id,productid,rating
1155,str183252,3
1391,tbp023294,3
64,msh264667,5
540,spf068914,5
1217,acs110844,5
944,acs175171,3
1997,str023758,5
15,kfa002297,4
1433,msh243045,5
1528,wcl012475,4
574,msh179395,4
1209,wcl208740,4
329,wcl165002,3
1447,mcl228708,5
1746,msh213481,3
1343,tvc008722,4
845,wcl113371,4
1760,mcl004336,5
1893,msh156796,4
1419,hkt176774,3
171,bth015918,4
1375,wsh180875,4
1356,acs177168,3
1024,mcl093828,3
323,msh135992,3
78,wcl247533,5
1422,str142461,4
1921,tvc090410,5
275,mcl078909,5
559,wcl194661,5
1240,tvc125303,5
1078,app159758,4
1178,acs107989,4
454,msh085259,3
1969,mcl099960,5
261,bth049868,3
1231,msh102419,3
582,acs180843,3
905,acs124383,3
840,acs082637,5
1708,acs023744,5
673,tvc080324,4
411,str028323,4
1605,wcl153876,3
292,app206285,3
927,acs011501,4
1901,acs113376,5
1931,app242831,3
1392,tvc066258,5
378,wsh101905,3
1368,kfa131035,4
1514,str035967,5
601,cmb172781,3
1647,spf096329,4
567,ind085523,5
1659,tvc033031,4
513,msc074837,3
917,mcl064915,4
1753,mcl034058,3
1850,acs116798,3
1447,mcl264640,5
1856,acs254155,5
1404,tvc113293,4
685,str223000,5
387,msh236761,5
1701,hkt007169,4
1127,tvc256689,3
653,kfa122323,5
340,acs079006,3
259,acs085785,4
863,wcl163847,5
1338,mcl016885,5
1238,wcl255681,5
1899,wcl128415,5
1650,acs254769,3
1321,hkt090470,3
651,wcl254696,3
1838,acs116432,4
372,acs152119,4
1446,wcl157125,4
893,spf231401,4
1498,tvc122092,3
769,tvc100854,4
1230,acs063954,5
1816,acs161257,3
1009,acs246656,5
1376,mcl064908,5
345,msh209322,5
752,kfa184514,3
118,acs023774,5
1205,tvc100479,3
629,wcl141828,3
302,acs209899,3
1665,msh145517,4
1430,acs124885,4
1009,tvc146606,5
142,acs205295,3
1088,hkt263616,4
691,wcl128742,5
1896,wcl181237,3
967,msh224247,5
542,msh059756,5
1815,ind194593,5
560,kfa156759,5
1032,bth116516,4
143,acs038530,5
1067,kfa151070,5
1278,wcl027168,4
1144,bth049128,5
1251,acs205790,4
19,tvc170404,5
710,wcl177215,5
1321,str064694,5
178,acs206135,4
1009,msh218546,3
540,wcl121514,4
949,acs151257,4
109,tvc039398,5
262,tvc246581,3
1854,acs078479,5
685,str253938,3
1136,mcl207976,4
1588,tvc009076,5
1753,acs225619,4
33,mcl245154,5
1476,tvc235896,4
891,wcl155832,3
1627,tvc248499,3
48,tvc106688,4
794,mcl063353,4
923,app224011,4
180,msh151673,4
981,msh033042,3
107,kfa078685,4
1905,acs106775,3
1008,acs062861,5
1365,wcl261553,5
1828,acs135112,5
1347,wcl093496,4
628,hkt250992,3
469,hkt068184,5
834,tvc169515,5
445,tvc014056,3
1554,tvc256624,3
1986,bag142601,4
1380,msh035914,3
169,msh187987,5
304,wcl069790,3
1298,tvc198841,4
1410,wcl075571,4
1323,tvc009021,3
1225,tvc077437,4
1299,acs247683,4
520,tvc121051,3
1654,bth111730,5
1046,msh060051,5
887,mcl051192,4
604,msh244832,3
1102,bth245131,4
589,msh157103,4
1876,mcl037680,5
1349,str150104,4
1178,acs062974,4
995,wsh103148,4
1842,acs260876,4
1993,tvc082407,4
1867,bth022041,5
1982,wcl168167,5
325,acs252483,3
1169,tvc195166,4
1631,acs236123,4
1556,tbp072245,5
1520,mcl156894,5
461,acs180457,4
510,wcl142692,5
1176,acs155572,4
971,tvc055724,4
171,mcl012428,3
1603,wcl012663,5
1654,wcl187944,5
1224,wcl059319,5
396,tvc211351,3
1643,msh244372,3
1353,msh079604,5
814,mcl013279,5
1038,wcl043548,3
1416,acs134205,5
855,msh004736,4
1262,wcl240891,3
1036,app027743,4
1114,acs128630,5
942,tvc032376,4
441,wsh132864,3
1147,wcl189133,3
506,wcl047395,3
102,mcl197609,3
1313,tvc191977,3
970,acs132855,5
363,wcl077533,4
1667,acs008385,3
1021,wcl118900,5
1609,acs190511,4
1865,spf074806,3
99,acs016164,5
63,tbp080233,4
1333,acs171239,4
928,tvc114132,3
1309,kfa188609,5
1326,wcl114968,3
21,kfa007226,5
1773,msh112969,4
1785,wcl082835,5
1696,tvc163024,3
278,wcl005812,3
327,acs238899,4
618,str019901,4
827,wcl043949,5
1651,wcl138984,4
211,wcl131390,5
1516,msh176302,3
865,mcl176863,5
333,tvc257042,3
1462,tvc026510,4
1470,msh056525,4
299,acs184769,5
1251,wsh027812,3
1158,spf246706,3
437,tvc185794,3
1681,msh208147,5
1788,mcl088646,4
1868,acs063698,3
1084,acs162666,3
482,ind152622,5
517,cmb025123,4
772,kfa034649,4
158,msh105572,3
1223,wcl260147,3
100,acs184626,3
1301,wcl044206,3
1451,kfa211900,5
970,wcl150179,3
422,ind243598,5
265,acs167910,5
514,acs166291,3
204,tvc150115,4
114,tvc254105,5
1172,tvc226926,4
1575,app167006,5
511,str085517,5
94,wcl215427,4
1254,wcl168310,4
1092,acs017918,5
1422,wcl209795,3
154,acs260237,3
1633,str056457,4
780,mcl252762,3
395,mcl256305,5
770,hkt084885,3
1472,msh170043,5
1463,str245180,4
1113,tvc257849,4
1253,app246869,4
488,hkt163969,3
903,app050657,3
1298,acs210725,5
258,msh250598,3
118,tvc262640,3
1553,str081946,3
446,mcl221918,3
1535,acs096052,4
1363,str075369,5
352,msh075160,3
29,acs088927,5
1084,tvc066473,4
1667,mcl038773,3
1435,acs140479,4
1714,app245275,3
715,hkt097622,3
1681,tbp244103,3
741,acs004511,5
1864,acs092459,5
1940,wcl112634,4
876,app184958,4
761,msh010903,4
1506,wcl081230,5
586,wcl262569,5
1609,bag230211,5
1918,app037514,5
1907,cmb051137,4
1437,acs059008,3
1335,cmb073440,4
787,kfa056933,4
702,msh010021,5
1641,msh152101,3
1151,acs168576,3
826,mcl085534,4
445,wcl232941,4
1484,tvc006187,3
1192,str160488,4
1430,acs222636,5
167,str207158,5
1172,msh226137,3
1051,bag097076,5
431,tvc200812,3
1881,tvc177951,5
579,wcl078957,4
835,wcl236250,3
306,mcl230771,5
21,mcl143812,4
1169,acs132613,5
952,kfa112033,3
1746,spf074806,3
854,ind066652,4
660,tvc184726,3
1113,wcl150413,3
523,hkt191876,4
201,acs205209,3
281,acs074740,4
983,mcl066792,5
1502,acs062011,4
216,wcl004645,4
932,wcl139610,4
38,acs120062,5
1936,tvc049084,3
505,acs007360,5
1598,mcl062545,3
1319,bag077567,4
199,tbp042376,5
35,mcl235204,3
1769,wcl021359,3
343,acs088881,3
1626,wcl065183,4
1983,tvc147088,4
142,wcl187667,4
976,app019146,3
1138,acs119995,4
1508,tvc179559,4
1292,acs243299,3
1684,acs103125,5
1876,msh116778,5
62,acs244127,3
1798,wcl218882,4
535,str031332,5
664,wcl174950,4
1733,acs107029,4
729,acs048001,5
106,acs131298,3
1395,wcl225525,5
513,wcl176837,5
1473,acs175847,5
777,app258537,4
1507,mcl120314,5
993,tvc033031,3
1912,acs084819,4
957,acs028855,3
928,tvc118688,4
1261,acs089205,4
780,tvc209741,4
358,tvc067168,4
1864,acs200522,5
1697,acs153608,5
511,wcl173990,5
1938,wcl122862,4
555,wcl084511,4
1412,hkt019357,3
831,wcl133563,4
1110,spf073553,3
1061,bth020690,5
298,spf036766,3
1329,spf056625,3
1034,str186924,3
1274,str015426,4
1567,mcl053851,4
1149,str232612,5
1664,tvc004525,4
800,kfa095630,3
1443,tvc076878,3
1821,tvc042212,5
232,tvc161140,5
808,acs223353,3
695,msh092783,5
1936,bth189318,4
1488,bth154660,5
478,wcl235481,4
798,hkt043562,4
1190,hkt184004,5
530,mcl120113,4
189,acs048509,5
1729,tvc179216,3
1057,acs157217,4
280,tvc108678,4
388,app225692,3
1397,acs068814,4
1669,tvc212976,5
1622,acs143679,5
526,wcl073501,5
660,wcl065195,3
1832,msh189923,4
469,acs055504,4
1723,str115645,5
1265,str075655,5
714,str053461,4
1792,msh122243,5
1825,mcl125162,5
567,msh079123,3
879,hkt264184,5
891,tvc193991,4
495,acs089755,5
617,hkt050633,5
1244,acs151778,3
1598,tvc170404,5
1621,app084929,3
1251,cmb027719,4
1405,acs181591,5
173,tvc104201,3
308,acs089124,5
597,msh103693,5
531,msh248264,3
1814,ggf033855,4
903,tvc255890,5
1466,ind247349,5
785,acs124825,5
598,str263626,4
874,mcl067401,5
1635,app051680,5
1065,acs024731,3
441,str223719,5
1705,acs000171,3
285,msh037014,5
729,hkt032314,5
383,tbp068686,4
330,tvc075666,5
1442,wcl151160,5
1162,mcl129723,3
868,acs239464,5
983,wcl231628,3
553,wcl257456,4
1126,wcl142349,3
483,wcl091398,4
74,acs053737,5
1654,str061131,3
1365,msh203858,5
907,tvc085422,5
1291,tvc169483,5
845,mcl220587,3
1845,str125450,3
1282,acs106336,3
131,spf157292,5
216,mcl024242,5
1161,msh234971,3
894,mcl126764,5
1643,wcl248531,3
1590,app055545,3
1378,app174567,4
71,tvc033292,5
1509,acs108707,4
413,wsh167314,3
916,tvc150541,4
752,msh228654,3
541,acs009674,4
1870,wcl008424,4
493,acs062861,5
577,acs069997,3
596,mcl233485,5
1902,wcl258958,4
1827,acs244284,5
1774,acs088127,3
581,acs201791,5
75,acs103870,3
537,cmb061654,3
504,bag093453,3
660,wcl124864,4
1856,app209371,5
1544,mcl158310,3
1978,bag016931,5
1128,acs050175,4
1807,acs019448,4
156,mcl002495,5
941,ind056527,3
589,str046566,3
1889,msh205725,4
1045,acs023443,4
1034,kfa030706,4
1778,acs156299,4
1435,acs069694,4
328,acs064952,3
604,wcl042227,3
1180,mcl068143,5
1545,mcl027050,3
262,str055625,5
551,tvc252180,4
630,wcl138649,4
723,tvc070338,5
842,wcl121986,3
1409,wcl007924,5
487,tbp012955,5
89,wcl181056,3
1992,str050681,5
7,msh086012,5
1675,mcl258005,3
1939,pet120883,3
1312,str078018,3
807,wcl232225,4
1739,wcl206619,5
460,tvc025858,4
1456,tvc111565,4
1995,tvc264980,4
42,bth251660,4
1397,hkt134014,5
1757,wcl019496,5
64,acs090912,3
374,wcl027946,3
732,acs109511,3
110,wcl264137,4
1791,tvc236784,4
665,acs123756,4
1440,mcl160294,3
1802,str191855,5
1973,app170899,3
1721,wcl112610,4
539,hkt214784,4
239,acs048998,3
727,tvc094704,5
24,tvc096355,4
1812,str085961,5
1453,app057463,3
813,acs108157,4
1568,wcl155541,4
1095,mcl202491,5
1103,mcl091150,3
1644,acs070295,4
36,kfa184257,5
1903,msh033025,4
240,str047859,4
900,str114571,3
1424,wsh245380,3
661,wcl063350,5
1402,msh226590,5
1692,mcl198992,3
142,acs112408,3
1769,msh070571,5
330,tbp039545,5
373,acs209685,3
493,tvc018817,3
685,str077652,4
1831,mcl077986,4
1602,str253938,4
1408,str249511,4
1920,tbp212137,3
145,wcl053262,4
1517,app102828,3
1921,app011766,4
374,wcl140868,3
364,tvc034709,3
353,tvc150261,5
785,bth104523,3
1341,app235619,5
353,mcl159960,3
829,mcl165257,3
1032,acs125471,4
382,kfa071499,3
1463,tvc135058,5
711,kfa193957,4
410,wcl094462,3
321,acs226371,3
993,tvc001004,3
481,acs005125,3
420,mcl223491,4
62,tbp194015,4
195,tvc261137,5
1036,acs134623,3
1021,tvc156349,3
597,acs133646,5
1354,bth127165,4
1670,str005885,3
1909,kfa056973,5
1066,str140858,3
1637,wcl031203,5
1344,acs023384,5
127,msh081602,4
1877,app229343,3
440,str043976,4
609,hkt050196,5
1293,hkt248339,3
1403,tvc252253,4
1200,tvc192580,5
682,wcl059090,4
7,ind219924,5
1641,app060846,4
1631,app010905,5
1081,app173751,3
1820,acs143873,5
1433,wcl185114,5
324,app220415,4
334,mcl072302,4
1986,wcl130574,3
1379,hkt195820,3
20,bth159127,5
1665,tvc137438,4
356,acs170767,3
745,msh035411,5
975,str201957,3
980,acs179850,4
1720,bth153710,5
455,tbp244641,4
312,wcl062748,4
451,acs128692,3
1230,msc230041,5
311,msh166226,5
1771,acs228975,4
1,ind227021,3
345,wcl256013,5
853,str010625,4
264,acs025506,4
1724,tvc048026,3
351,msh182583,4
565,str171527,4
1232,wcl177064,3
895,app035024,5
979,tvc018574,5
860,str159587,5
311,acs154078,5
1016,msh213016,5
1732,msh074704,4
1277,tvc191342,4
198,wcl114569,5
1775,acs184036,5
906,wcl137827,3
257,acs049947,3
24,msc126401,3
571,tvc028507,5
1160,msh260386,4
1655,wcl134298,4
784,acs053322,4
445,wcl186667,3
1564,msh196263,5
1421,msh256838,4
414,acs252815,4
1120,app171419,5
1890,hkt264415,4
1913,msh052107,3
345,wcl084181,4
1368,acs252140,4
986,tvc015674,5
394,wcl138699,3
963,wcl183569,3
996,wcl224032,3
750,bth187655,5
32,acs168558,5
1862,acs232820,4
362,acs129224,4
1782,wcl050858,3
1385,tvc176841,4
1635,spf191966,3
1596,kfa184850,4
1178,str083288,4
826,app081769,5
74,bth226859,5
1599,mcl223406,5
1511,tvc224735,5
390,wcl150128,3
1197,hkt245285,3
1242,msh093213,3
1348,app197279,3
1723,app034390,5
1044,acs181478,5
549,wcl244964,3
1861,msh027859,5
1427,cmb035679,3
207,kfa077080,5
53,mcl038089,3
1853,msc233819,5
791,cmb222127,5
1053,mcl227674,5
46,acs083898,3
1062,acs258855,5
495,wcl155770,4
1496,acs189849,5
1610,tvc224077,4
207,kfa138357,4
1497,msh134580,3
1335,str033267,5
1406,hkt226705,3
733,wcl039952,3
349,msh028053,4
1532,msh166121,4
1058,wcl083587,3
17,str251038,4
1801,msh154360,5
411,acs063993,3
967,tvc150279,4
1818,spf152363,3
1424,wcl111233,5
1858,wcl010774,3
1524,str188025,3
721,tvc239947,4
1959,wcl066086,3
1470,msh142368,4
608,wcl032518,4
180,mcl198488,5
1711,msh225391,4
1730,wcl113060,3
661,tvc015907,5
752,tvc250474,4
39,wcl137740,4
1646,ind188365,4
1949,acs183379,5
606,spf178480,3
338,tvc044987,5
167,msh088137,4
1525,tvc205610,5
678,str150104,4
199,str012882,5
630,hkt265892,3
1636,mcl061196,3
786,tvc249111,4
906,msh000501,3
1835,spf059205,3
1141,hkt091327,4
335,acs044379,3
1430,wcl001880,3
690,ind017056,3
456,spf232510,3
665,app237620,4
952,acs167962,3
1507,acs035079,3
1555,mcl010085,3
1974,acs061571,4
1480,wsh062670,5
1619,hkt248151,4
1464,acs239553,3
1804,acs045917,3
1960,str059773,3
217,acs072160,3
430,tvc059580,4
1864,acs157395,4
1040,msh228656,5
1841,wcl231689,5
1921,kfa254506,4
1004,acs108691,3
649,acs049359,4
347,mcl186566,3
1351,kfa037235,5
191,acs136626,3
217,acs130707,3
192,wcl244202,3
412,mcl068520,3
1754,spf107953,4
1063,acs003782,4
845,spf051534,5
1456,mcl055546,3
1705,tvc160414,4
1728,wcl070166,3
1281,app085073,4
1001,bth066167,4
1207,wcl122934,3
837,bag118519,3
172,wcl221470,4
1493,mcl082859,4
328,tvc049024,3
427,wcl165808,4
947,acs064508,4
1207,bag029733,3
1250,mcl063944,4
1527,mcl185879,3
1070,acs056766,5
1856,wcl056587,5
1979,bth083660,5
1556,app067289,5
1183,wcl032615,4
468,tvc238094,4
158,acs097231,3
825,wcl022637,4
1275,str023758,3
249,acs044590,3
589,msh119214,4
1468,wcl140308,4
974,app212678,4
918,mcl098833,4
1133,acs167795,3
1959,msh176907,3
1197,tbp091908,4
1667,hkt224158,3
35,wcl002807,3
284,wcl121055,5
848,bag138003,3
232,mcl128190,5
1861,wcl024203,5
741,acs123238,4
688,wcl244979,3
1512,acs217491,3
1762,wcl230170,4
217,wcl178334,4
1002,acs189109,5
1127,wcl106283,5
549,app102828,4
1711,mcl144495,3
891,msh102163,4
1899,tvc217471,3
1389,acs206700,5
1059,wcl087554,4
1884,msc019904,5
229,acs072121,3
1803,bth084323,4
248,acs251265,3
260,acs006105,4
322,msh026008,5
1822,tvc030373,5
445,tvc073395,4
1720,wcl027019,3
844,acs069887,3
1061,wcl220579,3
894,tvc036758,5
270,mcl156812,3
604,app157343,3
1423,wcl023212,5
448,tvc012386,3
131,hkt243013,4
582,app070315,5
1067,msh022506,5
883,tvc207800,5
365,wcl056385,4
1932,msh236605,3
1625,acs224573,5
1845,wcl224958,5
1385,tvc108235,5
533,acs140070,3
824,acs227354,3
1117,mcl052127,5
90,acs245116,3
1784,tvc116216,3
1306,msh058358,3
424,str000385,3
147,bth177725,3
15,wcl164174,3
6,acs187156,3
1902,acs261092,3
757,str160108,3
648,spf191029,5
1653,acs224799,4
336,acs179180,5
1984,mcl138530,4
1068,acs226375,3
20,acs131613,3
509,acs094256,4
1558,str092043,5
1470,str257237,3
165,mcl069656,4
132,bth132943,3
1714,mcl082073,3
1676,hkt215945,4
1026,app213116,5
926,acs023677,3
254,acs094425,3
973,msh182583,3
1012,str168204,5
1918,tvc159879,4
923,wcl163121,5
1979,str223278,3
1436,wcl003110,5
1750,acs051148,3
396,hkt210133,5
1244,tbp070993,5
354,tvc150789,5
1056,wcl006299,3
851,tvc184532,4
690,acs136725,5
1536,msc162920,4
46,mcl067016,3
1887,wcl102153,5
1208,wcl241082,5
1624,acs074022,5
595,wcl077802,5
1207,wcl245537,3
1963,app051680,3
117,msh149901,5
626,mcl240316,4
1707,str170200,4
568,str098643,4
929,acs192649,5
643,wcl178866,3
1083,acs078479,5
37,kfa003452,4
752,wcl114675,5
351,bth151575,4
842,wcl248420,5
1593,mcl100289,4
1152,acs095820,3
1915,cmb020668,5
194,bag164005,5
236,acs192499,4
30,acs034232,4
1597,wcl251220,5
992,mcl001742,4
1951,wcl034568,3
1867,acs062437,3
1998,acs017089,3
1173,acs169860,3
1319,wcl165078,4
1066,wcl210813,5
1181,app068925,3
1701,tvc145079,3
1582,wcl155380,4
539,msh117496,3
479,app109432,3
1888,mcl127887,3
371,acs004779,4
1770,wcl138816,5
1949,wcl007973,5
1905,spf139915,4
